"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Sep 16 10:43:44 GMT 2023","Sat Sep 16 10:43:45 GMT 2023","471","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid Filter","
    Get the list of pets with an invalid filter as: ' ' (empty string).

    Precondition:
    - User has a valid API key.
    - The filter is invalid (empty string).

    Expected result:
    - Response returns HTTP status code 422.
    "
"passed","Sat Sep 16 10:44:21 GMT 2023","Sat Sep 16 10:44:21 GMT 2023","508","TESTS","Create Pet (Simple)","TestCreatePetSimple","","","Create pet with invalid API key","
    Attempt to create a pet with an invalid API key.

    Precondition:
    - User is not authenticated (invalid API key is provided).

    Expected result:
    - The request returns a 403 error code.
    "
"failed","Sat Sep 16 10:44:26 GMT 2023","Sat Sep 16 10:44:27 GMT 2023","636","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Empty Fields","
    Attempt to create a pet with a photo with empty fields.

    Precondition:
    - User has a valid API key.
    - Pet data contains empty fields.

    Expected result:
    - Pet creation is denied, and the response returns HTTP status code 400.
    "
"passed","Sat Sep 16 10:44:10 GMT 2023","Sat Sep 16 10:44:12 GMT 2023","1785","TESTS","Create Pet (Simple)","TestCreatePetSimple","","","Create pet with missing required fields","
    Attempt to create a pet with missing required fields.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The request returns a 400 error code.
    "
"passed","Sat Sep 16 10:43:49 GMT 2023","Sat Sep 16 10:43:51 GMT 2023","2017","TESTS","Add Photo to Pet","TestAddPhotoToPet","","","Add Photo to Pet with Valid Photo","
    Add a valid photo to an existing pet.

    Precondition:
    - User is authenticated and has a valid API key.
    - There is at least one pet in the list.

    Expected result:
    - The photo is successfully added to the pet.
    "
"passed","Sat Sep 16 10:43:25 GMT 2023","Sat Sep 16 10:43:26 GMT 2023","496","TESTS","Get API Key","TestGetApiKey","","","Get API key using valid user values","
    Get API Key using valid user values as: password, email.

    Precondition:
    - User successfully registered with a valid password and email.

    Expected result:
    - Get API key which should be used for other API methods.
    "
"passed","Sat Sep 16 10:43:34 GMT 2023","Sat Sep 16 10:43:35 GMT 2023","488","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid API Key","
    Get the list of pets with an invalid API key and a valid filter as: my_pets.

    Precondition:
    - User has an invalid API key.
    - The filter 'my_pets' is valid.

    Expected result:
    - Response returns HTTP status code 403.
    "
"failed","Sat Sep 16 10:43:23 GMT 2023","Sat Sep 16 10:43:24 GMT 2023","803","TESTS","Delete Pet","TestDeletePet","","","Delete pet with invalid ID","
    Attempt to delete a pet with an invalid ID.

    Precondition:
    - User is authenticated and has a valid API key.
    - Provide an invalid pet ID.

    Expected result:
    - The request returns a 403 error code, and the pet is not deleted.
    "
"passed","Sat Sep 16 10:43:35 GMT 2023","Sat Sep 16 10:43:36 GMT 2023","484","TESTS","Get Pet List","TestGetPetList","","","Get Pet List without API Key","
    Get the list of pets without an API key and a valid filter as: my_pets.

    Precondition:
    - User does not provide an API key.
    - The filter 'my_pets' is valid.

    Expected result:
    - Response returns HTTP status code 403.
    "
"passed","Sat Sep 16 10:43:19 GMT 2023","Sat Sep 16 10:43:22 GMT 2023","2923","TESTS","Delete Pet","TestDeletePet","","","Delete random valid pet","
    Delete a random valid pet in the list of my_pets.

    Precondition:
    - User is authenticated and has a valid API key.
    - There is at least one pet in the list.

    Expected result:
    - A random pet is successfully deleted, and the total number of pets is reduced by one.
    "
"failed","Sat Sep 16 10:44:27 GMT 2023","Sat Sep 16 10:44:28 GMT 2023","639","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Empty Fields","
    Attempt to create a pet with a photo with empty fields.

    Precondition:
    - User has a valid API key.
    - Pet data contains empty fields.

    Expected result:
    - Pet creation is denied, and the response returns HTTP status code 400.
    "
"passed","Sat Sep 16 10:43:46 GMT 2023","Sat Sep 16 10:43:47 GMT 2023","465","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Other HTTP Methods","
    Get the list of pets using HTTP methods other than GET (e.g., PUT, POST, DELETE).

    Precondition:
    - User has a valid API key.
    - The filter 'my_pets' is valid.

    Expected result:
    - Response returns HTTP status code 405 for PUT and DELETE methods, and 400 for POST method.
    "
"passed","Sat Sep 16 10:44:22 GMT 2023","Sat Sep 16 10:44:23 GMT 2023","622","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Valid Data","
    Create a pet with a photo using valid data.

    Precondition:
    - User has a valid API key.
    - Pet data is valid.

    Expected result:
    - Pet is successfully created, and the response returns HTTP status code 200.
    "
"passed","Sat Sep 16 10:44:02 GMT 2023","Sat Sep 16 10:44:04 GMT 2023","1867","TESTS","Create Pet (Simple)","TestCreatePetSimple","","","Create pet with valid information","
    Create a pet with valid information and verify its presence in the list.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - A pet is successfully created, and its information is verified in the list.
    "
"passed","Sat Sep 16 10:44:07 GMT 2023","Sat Sep 16 10:44:08 GMT 2023","1775","TESTS","Create Pet (Simple)","TestCreatePetSimple","","","Create pet with missing required fields","
    Attempt to create a pet with missing required fields.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The request returns a 400 error code.
    "
"failed","Sat Sep 16 10:43:41 GMT 2023","Sat Sep 16 10:43:41 GMT 2023","473","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid Filter","
    Get the list of pets with an invalid filter as: ' ' (empty string).

    Precondition:
    - User has a valid API key.
    - The filter is invalid (empty string).

    Expected result:
    - Response returns HTTP status code 422.
    "
"passed","Sat Sep 16 10:43:48 GMT 2023","Sat Sep 16 10:43:49 GMT 2023","743","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Other HTTP Methods","
    Get the list of pets using HTTP methods other than GET (e.g., PUT, POST, DELETE).

    Precondition:
    - User has a valid API key.
    - The filter 'my_pets' is valid.

    Expected result:
    - Response returns HTTP status code 405 for PUT and DELETE methods, and 400 for POST method.
    "
"passed","Sat Sep 16 10:44:40 GMT 2023","Sat Sep 16 10:44:42 GMT 2023","1820","TESTS","Update Pet Information","TestUpdatePetInfo","","","Update Pet Information with Invalid Key","
    Attempt to update a pet's information with an invalid API key.

    Precondition:
    - User is not authenticated.

    Expected result:
    - The request returns a 403 error code, and the pet's information is not updated.
    "
"failed","Sat Sep 16 10:43:37 GMT 2023","Sat Sep 16 10:43:38 GMT 2023","472","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid Filter","
    Get the list of pets with an invalid filter as: ' ' (empty string).

    Precondition:
    - User has a valid API key.
    - The filter is invalid (empty string).

    Expected result:
    - Response returns HTTP status code 422.
    "
"passed","Sat Sep 16 10:43:26 GMT 2023","Sat Sep 16 10:43:27 GMT 2023","740","TESTS","Get API Key","TestGetApiKey","","","Get API key using invalid user values","
    Get API Key using invalid user values as: password, email.

    Precondition:
    - User uses invalid email and password, empty fields, or empty password field.

    Expected result:
    - Response returns error code 403.
    "
"passed","Sat Sep 16 10:44:14 GMT 2023","Sat Sep 16 10:44:16 GMT 2023","1800","TESTS","Create Pet (Simple)","TestCreatePetSimple","","","Create pet with missing required fields","
    Attempt to create a pet with missing required fields.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The request returns a 400 error code.
    "
"failed","Sat Sep 16 10:43:53 GMT 2023","Sat Sep 16 10:43:55 GMT 2023","2067","TESTS","Add Photo to Pet","TestAddPhotoToPet","","","Add Photo to Pet with Existing Photo","
    Attempt to add a photo to a pet that already has a photo.

    Precondition:
    - User is authenticated and has a valid API key.
    - There is at least one pet in the list.
    - The pet already has a photo.

    Expected result:
    - The request returns a 400 error code, and the photo is not added.
    "
"passed","Sat Sep 16 10:44:01 GMT 2023","Sat Sep 16 10:44:02 GMT 2023","485","TESTS","Add Photo to Pet","TestAddPhotoToPet","","","Add Photo with Invalid Key","
    Attempt to add a photo to a pet with an invalid API key.

    Precondition:
    - User is not authenticated.

    Expected result:
    - The request returns a 403 error code, and the photo is not added.
    "
"failed","Sat Sep 16 10:44:30 GMT 2023","Sat Sep 16 10:44:30 GMT 2023","507","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Different Photo Types","
    Attempt to create a pet with a photo using different photo types (e.g., PNG).

    Precondition:
    - User has a valid API key.
    - Pet data is valid, but the photo type is different.

    Expected result:
    - Pet creation is successful, and the response returns HTTP status code 200.
    "
"passed","Sat Sep 16 10:43:26 GMT 2023","Sat Sep 16 10:43:26 GMT 2023","748","TESTS","Get API Key","TestGetApiKey","","","Get API key using invalid user values","
    Get API Key using invalid user values as: password, email.

    Precondition:
    - User uses invalid email and password, empty fields, or empty password field.

    Expected result:
    - Response returns error code 403.
    "
"passed","Sat Sep 16 10:44:42 GMT 2023","Sat Sep 16 10:44:43 GMT 2023","551","TESTS","Update Pet Information","TestUpdatePetInfo","","","Update Pet Information with Invalid Pet ID","
    Attempt to update a pet's information with an invalid pet ID.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The request returns a 400 error code, and the pet's information is not updated.
    "
"passed","Sat Sep 16 10:44:43 GMT 2023","Sat Sep 16 10:44:44 GMT 2023","580","TESTS","Update Pet Information","TestUpdatePetInfo","","","Update Pet Information with None Pet ID","
    Attempt to update a pet's information with a None pet ID.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The request returns a 400 error code, and the pet's information is not updated.
    "
"failed","Sat Sep 16 10:44:25 GMT 2023","Sat Sep 16 10:44:26 GMT 2023","631","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Empty Fields","
    Attempt to create a pet with a photo with empty fields.

    Precondition:
    - User has a valid API key.
    - Pet data contains empty fields.

    Expected result:
    - Pet creation is denied, and the response returns HTTP status code 400.
    "
"passed","Sat Sep 16 10:44:32 GMT 2023","Sat Sep 16 10:44:35 GMT 2023","3291","TESTS","Update Pet Information","TestUpdatePetInfo","","","Update Pet Information with Valid Data","
    Update a pet's information with valid data.

    Precondition:
    - User is authenticated and has a valid API key.
    - There is at least one pet in the list.

    Expected result:
    - The pet's information is successfully updated.
    "
"failed","Sat Sep 16 10:43:42 GMT 2023","Sat Sep 16 10:43:43 GMT 2023","708","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid Filter","
    Get the list of pets with an invalid filter as: ' ' (empty string).

    Precondition:
    - User has a valid API key.
    - The filter is invalid (empty string).

    Expected result:
    - Response returns HTTP status code 422.
    "
"passed","Sat Sep 16 10:43:47 GMT 2023","Sat Sep 16 10:43:48 GMT 2023","464","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Other HTTP Methods","
    Get the list of pets using HTTP methods other than GET (e.g., PUT, POST, DELETE).

    Precondition:
    - User has a valid API key.
    - The filter 'my_pets' is valid.

    Expected result:
    - Response returns HTTP status code 405 for PUT and DELETE methods, and 400 for POST method.
    "
"failed","Sat Sep 16 10:44:24 GMT 2023","Sat Sep 16 10:44:25 GMT 2023","634","TESTS","Create Pet","TestCreatePet","","","Create Pet with Photo - Empty Fields","
    Attempt to create a pet with a photo with empty fields.

    Precondition:
    - User has a valid API key.
    - Pet data contains empty fields.

    Expected result:
    - Pet creation is denied, and the response returns HTTP status code 400.
    "
"passed","Sat Sep 16 10:44:36 GMT 2023","Sat Sep 16 10:44:39 GMT 2023","3047","TESTS","Update Pet Information","TestUpdatePetInfo","","","Update Pet Information with Random Pet Number","
    Update a pet's information with a random pet number.

    Precondition:
    - User is authenticated and has a valid API key.

    Expected result:
    - The pet's information is successfully updated.
    "
"failed","Sat Sep 16 10:43:36 GMT 2023","Sat Sep 16 10:43:37 GMT 2023","721","TESTS","Get Pet List","TestGetPetList","","","Get Pet List with Invalid Filter","
    Get the list of pets with an invalid filter as: ' ' (empty string).

    Precondition:
    - User has a valid API key.
    - The filter is invalid (empty string).

    Expected result:
    - Response returns HTTP status code 422.
    "
